1809-01	22
1811-01	33
1812-01	24
1813-01	27
1814-01	29
1815-01	29
1816-01	43
1817-01	25
1818-01	33
1819-01	31
1821-01	35
1823-01	51
1827-01	46
1828-01	14
1829-01	14
1831-01	21
1832-01	17
1833-01	13
1835-01	21
1837-01	18
1838-01	25
1839-01	24
1840-01	24
1840-10	45
1840-11	39
1840-12	38
1841-01	66
1841-02	35
1841-03	42
1841-04	37
1841-05	47
1841-06	34
1841-07	34
1841-08	41
1841-09	38
1841-10	53
1841-11	44
1841-12	55
1842-01	86
1842-02	47
1842-03	52
1842-04	64
1842-05	53
1842-06	44
1842-07	60
1842-08	46
1842-09	48
1842-10	50
1842-11	52
1842-12	60
1843-01	71
1843-02	48
1843-03	41
1843-04	51
1843-05	49
1843-06	40
1843-07	59
1843-08	49
1843-09	44
1843-10	41
1843-11	39
1843-12	32
1844-01	66
1844-02	45
1844-03	40
1844-04	18
1844-05	24
1844-06	16
1844-07	28
1844-08	20
1844-09	21
1844-10	26
1844-11	15
1844-12	20
1845-01	46
1845-02	18
1845-03	18
1845-04	28
1845-05	20
1845-06	14
1845-07	28
1845-08	17
1845-09	20
1845-10	27
1845-11	17
1845-12	27
1846-01	34
1846-02	22
1846-03	20
1846-04	26
1846-05	27
1846-06	22
1846-07	28
1846-08	13
1846-09	27
1846-10	19
1846-11	17
1846-12	24
1847-01	35
1847-02	20
1847-03	19
1847-04	18
1847-05	13
1847-06	25
1847-07	16
1847-08	14
1847-09	18
1847-10	18
1847-11	19
1847-12	26
1848-01	47
1848-02	16
1848-03	19
1848-04	22
1848-05	31
1848-06	15
1848-07	16
1848-08	8
1848-09	16
1848-10	19
1848-11	26
1848-12	10
1849-01	32
1849-02	14
1849-03	19
1849-04	19
1849-05	25
1849-06	16
1849-07	13
1849-08	11
1849-09	18
1849-10	20
1849-11	15
1849-12	9
1850-01	39
1850-02	17
1850-03	12
1850-04	15
1850-05	18
1850-06	14
1850-07	16
1850-08	11
1850-09	16
1850-10	27
1850-11	20
1850-12	10
1851-01	41
1851-02	17
1851-03	15
1851-04	22
1851-05	19
1851-06	18
1851-07	15
1851-08	11
1851-09	16
1851-10	28
1851-11	16
1851-12	15
1852-01	49
1852-02	19
1852-03	22
1852-04	16
1852-05	21
1852-06	18
1852-07	21
1852-08	14
1852-09	25
1852-10	11
1852-11	11
1852-12	10
1853-01	51
1853-02	23
1853-03	22
1853-04	34
1853-05	17
1853-06	18
1853-07	10
1853-08	6
1853-09	12
1853-10	14
1853-11	11
1853-12	12
1854-01	25
1854-02	12
1854-03	11
1854-04	9
1854-05	10
1854-06	13
1854-07	10
1854-08	10
1854-09	10
1854-10	9
1854-11	9
1854-12	12
1855-01	28
1855-02	8
1855-03	14
1855-04	11
1855-05	10
1855-06	15
1855-07	12
1855-08	12
1855-09	8
1855-10	16
1855-11	27
1855-12	17
1856-01	43
1856-02	15
1856-03	24
1856-04	22
1856-05	23
1856-06	20
1856-07	14
1856-08	19
1856-09	17
1856-10	18
1856-11	20
1856-12	14
1857-01	32
1857-02	22
1857-03	24
1857-04	22
1857-05	26
1857-06	21
1857-07	17
1857-08	21
1857-09	18
1857-10	21
1857-11	17
1857-12	16
1858-01	44
1858-02	20
1858-03	24
1858-04	22
1858-05	17
1858-06	19
1858-07	14
1858-08	10
1858-09	16
1858-10	23
1858-11	16
1858-12	10
1859-01	47
1859-02	13
1859-03	14
1859-04	23
1859-05	18
1859-06	13
1859-07	17
1859-08	12
1859-09	14
1859-10	25
1859-11	14
1859-12	13
1860-01	38
1860-02	10
1860-03	12
1860-04	14
1860-05	15
1860-06	17
1860-07	11
1860-08	12
1860-09	12
1860-10	8
1860-11	7
1860-12	13
1861-01	41
1861-02	19
1861-03	14
1861-04	11
1861-05	14
1861-06	7
1861-07	14
1861-08	14
1861-09	14
1861-10	15
1861-11	25
1861-12	14
1862-01	39
1862-02	15
1862-03	19
1862-04	11
1862-05	24
1862-06	17
1862-07	9
1862-08	5
1862-09	12
1862-10	14
1862-11	17
1862-12	9
1863-01	34
1863-02	13
1863-03	14
1863-04	16
1863-05	13
1863-06	11
1863-07	12
1863-08	8
1863-09	10
1863-10	13
1863-11	17
1863-12	8
1864-01	43
1864-02	16
1864-03	14
1864-04	16
1864-05	7
1864-06	10
1864-07	14
1864-08	6
1864-09	8
1864-10	7
1864-11	7
1864-12	11
1865-01	32
1865-02	10
1865-03	10
1865-04	9
1865-05	10
1865-06	9
1865-07	10
1865-08	2
1865-09	10
1865-10	6
1865-11	15
1865-12	11
1866-01	41
1866-02	7
1866-03	15
1866-04	9
1866-05	10
1866-06	4
1866-07	8
1866-08	4
1866-09	11
1866-10	11
1866-11	11
1866-12	13
1867-01	84
1867-02	22
1867-03	28
1867-04	21
1867-05	27
1867-06	26
1867-07	27
1867-08	24
1867-09	21
1867-10	27
1867-11	29
1867-12	30
1868-01	114
1868-02	42
1868-03	33
1868-04	35
1868-05	46
1868-06	28
1868-07	27
1868-08	38
1868-09	28
1868-10	39
1868-11	53
1868-12	30
1869-01	71
1869-02	38
1869-03	30
1869-04	32
1869-05	52
1869-06	24
1869-07	33
1869-08	21
1869-09	19
1869-10	30
1869-11	50
1869-12	23
1870-01	80
1870-02	34
1870-03	21
1870-04	40
1870-05	43
1870-06	29
1870-07	39
1870-08	18
1870-09	9
1870-10	35
1870-11	50
1870-12	30
1871-01	77
1871-02	35
1871-03	30
1871-04	43
1871-05	63
1871-06	34
1871-07	37
1871-08	19
1871-09	38
1871-10	23
1871-11	51
1871-12	39
1872-01	49
1872-02	36
1872-03	35
1872-04	32
1872-05	57
1872-06	40
1872-07	29
1872-08	33
1872-09	31
1872-10	42
1872-11	70
1872-12	40
1873-01	131
1873-02	33
1873-03	41
1873-04	30
1873-05	40
1873-06	59
1873-07	30
1873-08	31
1873-09	23
1873-10	34
1873-11	78
1873-12	38
1874-01	87
1874-02	35
1874-03	35
1874-04	37
1874-05	61
1874-06	33
1874-07	27
1874-08	29
1874-09	27
1874-10	19
1874-11	40
1874-12	27
1875-01	121
1875-02	34
1875-03	29
1875-04	28
1875-05	55
1875-06	30
1875-07	22
1875-08	13
1875-09	26
1875-10	47
1875-11	29
1875-12	25
1876-01	99
1876-02	32
1876-03	33
1876-04	59
1876-05	28
1876-06	22
1876-07	42
1876-08	12
1876-09	23
1876-10	39
1876-11	28
1876-12	34
1877-01	67
1877-02	25
1877-03	33
1877-04	39
1877-05	24
1877-06	33
1877-07	33
1877-08	16
1877-09	23
1877-10	41
1877-11	23
1877-12	38
1878-01	133
1878-02	26
1878-03	41
1878-04	34
1878-05	28
1878-06	45
1878-07	41
1878-08	20
1878-09	40
1878-10	43
1878-11	30
1878-12	30
1879-01	117
1879-02	35
1879-03	27
1879-04	42
1879-05	40
1879-06	28
1879-07	46
1879-08	17
1879-09	29
1879-10	47
1879-11	37
1879-12	39
1880-01	154
1880-02	25
1880-03	27
1880-04	46
1880-05	43
1880-06	39
1880-07	110
1880-08	64
1880-09	61
1880-10	88
1880-11	64
1880-12	98
1881-01	186
1881-02	67
1881-03	62
1881-04	86
1881-05	52
1881-06	61
1881-07	92
1881-08	67
1881-09	51
1881-10	80
1881-11	63
1881-12	78
1882-01	124
1882-02	24
1882-03	22
1882-04	51
1882-05	25
1882-06	19
1882-07	35
1882-08	44
1882-09	37
1882-10	39
1882-11	28
1882-12	58
1883-01	135
1883-02	76
1883-03	115
1883-04	108
1883-05	98
1883-06	129
1883-07	103
1883-08	93
1883-09	66
1883-10	79
1883-11	86
1883-12	78
1884-01	221
1884-02	133
1884-03	114
1884-04	129
1884-05	124
1884-06	113
1884-07	85
1884-08	73
1884-09	60
1884-10	106
1884-11	95
1884-12	92
1885-01	238
1885-02	126
1885-03	102
1885-04	126
1885-05	124
1885-06	98
1885-07	134
1885-08	79
1885-09	83
1885-10	139
1885-11	112
1885-12	105
1886-01	279
1886-02	130
1886-03	110
1886-04	151
1886-05	105
1886-06	103
1886-07	128
1886-08	88
1886-09	80
1886-10	124
1886-11	81
1886-12	118
1887-01	262
1887-02	119
1887-03	110
1887-04	159
1887-05	103
1887-06	129
1887-07	149
1887-08	82
1887-09	74
1887-10	103
1887-11	74
1887-12	104
1888-01	233
1888-02	89
1888-03	107
1888-04	90
1888-05	90
1888-06	111
1888-07	83
1888-08	87
1888-09	79
1888-10	102
1888-11	75
1888-12	107
1889-01	259
1889-02	139
1889-03	156
1889-04	146
1889-05	120
1889-06	99
1889-07	107
1889-08	114
1889-09	96
1889-10	131
1889-11	135
1889-12	88
1890-01	211
1890-02	99
1890-03	88
1890-04	83
1890-05	83
1890-06	55
1890-07	90
1890-08	86
1890-09	57
1890-10	82
1890-11	83
1890-12	76
1891-01	200
1891-02	70
1891-03	56
1891-04	100
1891-05	75
1891-06	73
1891-07	83
1891-08	73
1891-09	40
1891-10	77
1891-11	64
1891-12	65
1892-01	262
1892-02	100
1892-03	83
1892-04	140
1892-05	111
1892-06	92
1892-07	128
1892-08	74
1892-09	94
1892-10	125
1892-11	102
1892-12	138
1893-01	234
1893-02	127
1893-03	137
1893-04	145
1893-05	118
1893-06	173
1893-07	168
1893-08	113
1893-09	134
1893-10	112
1893-11	101
1893-12	132
1894-01	270
1894-02	117
1894-03	111
1894-04	76
1894-05	89
1894-06	111
1894-07	97
1894-08	56
1894-09	67
1894-10	98
1894-11	47
1894-12	75
1895-01	266
1895-02	89
1895-03	124
1895-04	128
1895-05	131
1895-06	102
1895-07	142
1895-08	109
1895-09	96
1895-10	108
1895-11	142
1895-12	141
1896-01	308
1896-02	144
1896-03	115
1896-04	159
1896-05	179
